title,title_fa,overview,overview_fa,release_date,poster_path,backdrop_path,imdb_rating,tmdb_rating,runtime,original_language,genres,director,cast,keywords,is_tv_series
Parasite #65,انگل 65,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#65.jpg,https://example.com/backdrop/parasite_#65.jpg,9.7,7.1,116,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #66,انگل 66,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#66.jpg,https://example.com/backdrop/parasite_#66.jpg,8.0,8.8,132,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #67,انگل 67,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#67.jpg,https://example.com/backdrop/parasite_#67.jpg,8.5,8.8,145,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Godfather #68,پدرخوانده 68,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#68.jpg,https://example.com/backdrop/the_godfather_#68.jpg,8.2,6.9,145,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Dark Knight #69,شوالیه تاریکی 69,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#69.jpg,https://example.com/backdrop/the_dark_knight_#69.jpg,8.6,6.6,104,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #70,جدایی نادر از سیمین 70,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#70.jpg,https://example.com/backdrop/a_separation_#70.jpg,7.3,7.4,84,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
A Separation #71,جدایی نادر از سیمین 71,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#71.jpg,https://example.com/backdrop/a_separation_#71.jpg,9.4,7.8,116,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Children of Heaven #72,بچه‌های آسمان 72,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#72.jpg,https://example.com/backdrop/children_of_heaven_#72.jpg,8.9,8.0,149,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #73,پدرخوانده 73,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#73.jpg,https://example.com/backdrop/the_godfather_#73.jpg,9.2,7.7,109,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Dark Knight #74,شوالیه تاریکی 74,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#74.jpg,https://example.com/backdrop/the_dark_knight_#74.jpg,8.8,9.1,108,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Godfather #75,پدرخوانده 75,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#75.jpg,https://example.com/backdrop/the_godfather_#75.jpg,8.7,9.5,135,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Godfather #76,پدرخوانده 76,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#76.jpg,https://example.com/backdrop/the_godfather_#76.jpg,8.4,8.0,111,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Godfather #77,پدرخوانده 77,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#77.jpg,https://example.com/backdrop/the_godfather_#77.jpg,8.6,7.2,124,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
A Separation #78,جدایی نادر از سیمین 78,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#78.jpg,https://example.com/backdrop/a_separation_#78.jpg,9.2,6.5,111,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Dark Knight #79,شوالیه تاریکی 79,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#79.jpg,https://example.com/backdrop/the_dark_knight_#79.jpg,9.1,7.7,149,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
The Godfather #80,پدرخوانده 80,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#80.jpg,https://example.com/backdrop/the_godfather_#80.jpg,8.1,7.3,112,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
The Dark Knight #81,شوالیه تاریکی 81,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#81.jpg,https://example.com/backdrop/the_dark_knight_#81.jpg,9.4,8.6,98,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
A Separation #82,جدایی نادر از سیمین 82,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#82.jpg,https://example.com/backdrop/a_separation_#82.jpg,7.5,9.0,89,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
A Separation #83,جدایی نادر از سیمین 83,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#83.jpg,https://example.com/backdrop/a_separation_#83.jpg,8.0,8.1,107,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Godfather #84,پدرخوانده 84,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#84.jpg,https://example.com/backdrop/the_godfather_#84.jpg,9.4,6.9,115,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
A Separation #85,جدایی نادر از سیمین 85,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#85.jpg,https://example.com/backdrop/a_separation_#85.jpg,8.1,9.5,113,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #86,انگل 86,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#86.jpg,https://example.com/backdrop/parasite_#86.jpg,8.0,7.1,132,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Children of Heaven #87,بچه‌های آسمان 87,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#87.jpg,https://example.com/backdrop/children_of_heaven_#87.jpg,8.7,7.6,128,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #88,پدرخوانده 88,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#88.jpg,https://example.com/backdrop/the_godfather_#88.jpg,8.0,8.5,148,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Parasite #89,انگل 89,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#89.jpg,https://example.com/backdrop/parasite_#89.jpg,8.0,9.3,102,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
The Dark Knight #90,شوالیه تاریکی 90,Batman sets out to dismantle the remaining criminal organizations...,بتمن تلاش می‌کند گاتهام را از جنایتکاران پاک کند.,2008-07-18,https://example.com/poster/the_dark_knight_#90.jpg,https://example.com/backdrop/the_dark_knight_#90.jpg,8.6,9.5,149,en,"Action, Crime, Drama",Christopher Nolan,"['Christian Bale', 'Heath Ledger']","['joker', 'chaos', 'vigilante']",False
Children of Heaven #91,بچه‌های آسمان 91,A boy loses his sister's shoes...,پسری کفش خواهرش را گم می‌کند و تلاش می‌کند آن را جایگزین کند.,1997-02-01,https://example.com/poster/children_of_heaven_#91.jpg,https://example.com/backdrop/children_of_heaven_#91.jpg,7.4,8.5,121,fa,"Drama, Family",Majid Majidi,['Amir Farrokh Hashemian'],"['shoes', 'poverty', 'siblings']",False
The Godfather #92,پدرخوانده 92,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#92.jpg,https://example.com/backdrop/the_godfather_#92.jpg,9.5,7.8,117,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Parasite #93,انگل 93,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#93.jpg,https://example.com/backdrop/parasite_#93.jpg,8.6,7.2,84,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
A Separation #94,جدایی نادر از سیمین 94,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#94.jpg,https://example.com/backdrop/a_separation_#94.jpg,9.4,6.7,147,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
The Godfather #95,پدرخوانده 95,The aging patriarch of an organized crime dynasty...,رییس پیر یک خاندان مافیایی قدرت را به پسرش منتقل می‌کند.,1972-03-24,https://example.com/poster/the_godfather_#95.jpg,https://example.com/backdrop/the_godfather_#95.jpg,9.0,8.1,116,en,"Crime, Drama",Francis Ford Coppola,"['Marlon Brando', 'Al Pacino']","['mafia', 'family']",False
Parasite #96,انگل 96,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#96.jpg,https://example.com/backdrop/parasite_#96.jpg,9.8,9.5,126,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
A Separation #97,جدایی نادر از سیمین 97,A married couple face a difficult decision...,یک زوج ایرانی در آستانه‌ی طلاق با واقعیت‌های پیچیده‌ای مواجه می‌شوند.,2011-03-15,https://example.com/poster/a_separation_#97.jpg,https://example.com/backdrop/a_separation_#97.jpg,9.3,7.3,148,fa,Drama,Asghar Farhadi,"['Leila Hatami', 'Peyman Moaadi']","['divorce', 'family', 'Iran']",False
Parasite #98,انگل 98,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#98.jpg,https://example.com/backdrop/parasite_#98.jpg,9.0,9.2,123,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #99,انگل 99,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#99.jpg,https://example.com/backdrop/parasite_#99.jpg,8.6,6.7,131,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
Parasite #100,انگل 100,Greed and class discrimination threaten the newly formed symbiotic relationship...,روابط پیچیده میان دو خانواده از طبقات مختلف کره‌ای.,2019-05-30,https://example.com/poster/parasite_#100.jpg,https://example.com/backdrop/parasite_#100.jpg,8.2,7.9,138,ko,"Drama, Thriller",Bong Joon-ho,['Song Kang-ho'],"['class', 'inequality']",False
